id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Lyrics
6Vc5wAMmXdKIAM7WUoEb7N,Say Something,"['A Great Big World', 'Christina Aguilera']",65,1/20/2014,0.407,0.147,2,-8.822,1,0.857,2.89E-06,0.0913,0.0765,141.284,229400,3,"Say something, I'm giving up on you
I'll be the one, if you want me to
Anywhere, I would've followed you
Say something, I'm giving up on you
And I am feeling so small
It was over my head
I know nothing at all
And I will stumble and fall
I'm still learning to love
Just starting to crawl
Say something, I'm giving up on you
I'm sorry that I couldn't get to you
Anywhere, I would've followed you
Say something, I'm giving up on you
And I will swallow my pride
You're the one that I love
And I'm saying goodbye
Say something, I'm giving up on you
And I'm sorry that I couldn't get to you
And anywhere, I would've followed you, oh-oh
Say something, I'm giving up on you
Say something, I'm giving up on you
Say something"
2jT7H9BuXBN54mvgqS1QAt,Maanlicht,['Bazart'],15,11/20/2019,0.664,0.712,9,-7.633,0,0.141,0,0.171,0.469,111.904,194573,4,
6fenHIxXuuzKB55wY4WCHP,God Is A Dancer (with Mabel),"['Tiesto', 'Mabel']",53,9/20/2019,0.774,0.747,1,-3.908,0,0.0241,6.11E-06,0.342,0.833,119.964,168125,4,"God is a dancer
Yeah, I heard on the radio
That she always go harder
'Cause she keeping you on your toes
And she's perfectly focused
She's lost in the moment, ooh ah
Ooh ah
Ooh ay ah, ooh ay ah

Are you feeling that fire?
'Cause the music is on the way
If you wanna be higher
Wanna move till the break of day, ah
Ooh ay
Better go better watch it, ooh ah
Ooo ah
Ooh ay ah

Just take it step by step
When you come out on the floor
You've got that left right left
To leave 'em coming back for more
You've got that step by step
When you come out on the floor
You've got that ooh na na na na na na
You've got that ooh na na na na na na
You've got that

Body, let's rock it let's put it all on ya
Let 'em know you coming for that
Ain't nothing to it it's natural for ya
Ooh my ooh my ooh my
You got the answer
You won't stop for nada, yeah
Flaunt it yeah, keep that pace
Ooh ay, ooh ay

Just take it step by step
When you come out on the floor
You've got that left right left
To leave 'em coming back for more
You've got that step by step
When you come out on the floor
You've got that ooh na na na na na na
You've got that ooh na na na na na na

Just take it step by step
When you come out on the floor
You've got that left right left
To leave 'em coming back for more
You've got that step by step
When you come out on the floor
You've got that ooh na na na na na na
You've got that ooh na na na na na na
You've got that

Won't you give me that step by step?
Won't you give me that step by step? Ay
Won't you give me that left right left?
Won't you give me that left right left? Ay
Won't you give me that step by step?
Won't you give me that step by step? Ay
Won't you give me that left right left?
Won't you give me that left right left? Ay

God is a dancer
'Cause I heard on the radio
And she always go harder
She's keeping you on your toes
Perfectly focused
Lost in the moment
Ooh na na na na na na
You've got that ooh na na na na na na

Just take it step by step
When you come out on the floor
You've got that left right left
To leave 'em coming back for more
You've got that step by step
When you come out on the floor
You've got that ooh na na na na na na
You've got that ooh na na na na na na

Just take it step by step
When you come out on the floor
You've got that left right left
To keep 'em coming back for more
You've got that step by step
When you come out on the floor
You've got that ooh na na na na na na
You've got that ooh na na na na na na
You've got that

Won't you give me that step by step?
Won't you give me that step by step? Ay"
1bObrsJGW0UCIGZkvnDqbe,Stop This Flame,['Celeste'],50,01/09/2020,0.752,0.702,10,-4.927,0,0.296,0,0.103,0.322,119.939,209408,4,"My heart goes up, my heart goes down
We fall in love and we fall back out
I'll give you anything you want, anything you want
Anything, anything, just don't tell me, ""No""
You stop it still, then you make it rush
You're like a pill that I just can't trust
You tell me to stop, but I keep on going
Tell me to stop, but I keep on going
Tell me to stop, but I keep on going
Keep on, keep on, keep on-
You'll never stop this flame, I will never let you go
Well, who am I to say?
Maybe by now you should know
You got your somebody calling
You think you're somebody, don't you?
I think you're scared of keeping somebody close
You'll never stop this flame, I will never let you go
Wasn't it enough?
Or did I move too fast?
It's all too much
I think I must be mad to give you
Everything I had
Everything I had
Everything, everything, but it still went bad
Tell me to stop, but I keep on going
Tell me to stop, but I keep on going
Tell me to stop, but I keep on going
Keep on, keep on, keep on-
You'll never stop this flame, I will never let you go
Well, who am I to say?
Maybe by now you should know
You got your somebody calling
You think you're somebody, don't you?
I think you're scared of keeping somebody close
You'll never stop this flame, I will never let you go
Keep away from me if you can't withstand my love
Keep away from me, away from me if you think you must
Keep away from me if you can't withstand my love
Keep away from me, away from me if you think you must
You'll never stop this flame, I will never let you go
Well, who am I to say?
Maybe by now you should know
You got your somebody calling
You think you're somebody, don't you?
I think you're scared of keeping somebody close
You'll never stop this flame, I will never let you go"
0l6PuQb2FZY8CrGWkz7R5z,Press Pause,['Laura Tesoro'],24,10/25/2019,0.862,0.72,2,-4.567,0,0.154,0.000877,0.32,0.32,108.009,188124,4,"What if we end this game?
Put aside all the pain
We should know better
Can we just call it fate
Let it fall into place
And pull it together
Diggin' in, diggin' in, diggin' in closer
Gettin' there, gettin' there so much stronger
I got this feeling
Lettin' go, lettin' go all our emotions
Droppin' that, droppin' that, droppin' that dumb shit
And I'ma just do you good, I'ma just do you good
'Til we can press pause
Speeding like jaguars
Press pause
And baby we give it all
Don't need no bed of roses, just a touch of your hand
Don't need to cross the ocean, we got time for romance
If we go for the win
I feel it deep in my skin
We could be forever
Going too fast, countin' one, two, five
What if we crash as a one, two, bye?
Hm, like can we just do it? Oh
Diggin' in, diggin' in, diggin' in closer
Gettin' there, gettin' there so much stronger
I got this feeling
Lettin' go, lettin' go all our emotions
Droppin' that, droppin' that, droppin' that dumb shit
And I'ma just do you good, I'ma just do you good
'Til we can press pause
Speeding like jaguars
Press pause
And baby we give it all
Don't need no bed of roses, just a touch of your hands
Don't need to cross the ocean, we got time for romance
Press pause
Speeding like jaguars
Press pause
And baby we give it all
Don't need no bed of roses, just a touch of your hands
Don't need to cross the ocean, we got time for romance
Going too fast, countin' one, two, five
What if we crash as a one, two, bye?
Going too fast, countin' one, two, five
What if we crash as a one, two, bye?
Hm, but can we just do that?
'Til we can press pause
Speeding like jaguars
Press pause
And baby we give it all
Don't need no bed of roses, just a touch of your hands
Don't need to cross the ocean, we got time for romance
Press pause
Speeding like jaguars
Press pause
And baby we give it all
Don't need no bed of roses, just a touch of your hands
Don't need to cross the ocean, we got time for romance"
24ySl2hOPGCDcxBxFIqWBu,Rain On Me (with Ariana Grande),"['Lady Gaga', 'Ariana Grande']",64,5/22/2020,0.672,0.855,9,-3.764,1,0.021,0,0.323,0.646,123.056,182200,4,"I didn't ask for a free ride
I only asked you to show me a real good time
I never asked for the rainfall
At least I showed up, you showed me nothing at all
It's coming down on me
Water like misery
It's coming down on me
I'm ready, rain on me
I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain on me, rain, rain
I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain on me
Rain on me
Mmh, oh yeah, baby
Rain on me
Livin' in a world where no one's innocent
Oh, but at least we try, mmh
Gotta live my truth, not keep it bottled in
So I don't lose my mind, baby, yeah
I can feel it on my skin (It's coming down on me)
Teardrops on my face (Water like misery)
Let it wash away my sins (It's coming down on me)
Let it wash away, yeah
I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain on me, rain, rain
I'd rather be dry, but at least I'm alive
Rain on me, rain, rain
Rain (Rain) on (On) me
Rain on me
Rain on me
Oh yeah, yeah
Rain on me, ooh yeah
Rain on me
Rain on me, ooh
Hands up to the sky
I'll be your galaxy
I'm about to fly
Rain on me, tsunami
Hands up to the sky
I'll be your galaxy
I'm about to fly
Rain on me (Rain on me)
I'd rather be dry, but at least I'm alive (Rain on me)
Rain on me, rain, rain
Rain on me, rain, rain (Rain on me)
I'd rather be dry, but at least I'm alive (At least I'm alive)
Rain on me, rain, rain (Rain on me)
Rain on me (Rain on me)
I hear the thunder coming down
Won't you rain on me?
Eh, eh, yeah (Rain on, woo)
I hear the thunder coming down
Won't you rain on me?
Eh, eh, yeah
Rain on me"
1raaNykBg1bDnWENUiglUA,Break My Heart,['Dua Lipa'],57,3/25/2020,0.73,0.729,4,-3.434,0,0.167,1.39E-06,0.349,0.467,113.012,221820,4,"I've always been the one to say the first goodbye
Had to love and lose a hundred million times
Had to get it wrong to know just what I like
Now I'm fallin'
You say my name like I have never heard before
I'm indecisive but this time I know for sure
I hope I'm not the only one that feels it all
Are you fallin'?
Center of attention
You know you can get whatever you want from me
Whenever you want it, baby
It's you in my reflection
Now I'm afraid of all the things it could do to me
If I would've known it, baby
I would've stayed at home
'Cause I was doin' better alone
But when you said, ""Hello""
I know that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love
With the one that could break my heart?
Oh no, I was doin' better alone
But when you said, ""Hello""
I know that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love
With the one that could break my heart?
I wonder when you go, if I stay on your mind
Two can play that game, but you win me every time
Everyone before you was a waste of time
Yeah, you got me
Center of attention
You know you can get whatever you want from me
Whenever you want it, baby
It's you in my reflection
Now I'm afraid of all the things it could do to me
If I would've known it, baby
I would've stayed at home
'Cause I was doin' better alone
But when you said, ""Hello""
I know that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love
With the one that could break my heart?
Oh no, I was doin' better alone
But when you said, ""Hello""
I know that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love
With the one that could break my heart?
Ooh, break my heart
Ooh, break my heart
Ooh
Am I falling in love
With the one that could break my heart?
I would've stayed at home
'Cause I was doin' better alone
But when you said, ""Hello""
I know that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love
With the one that could break my heart?
Oh no, I was doin' better alone
But when you said, ""Hello""
I know that was the end of it all
I should've stayed at home
'Cause now there ain't no letting you go
Am I falling in love
With the one that could break my heart?"
3ZjkQbe5JzzQbzRtkXyZNv,Love To Go,"['Lost Frequencies', 'Zonderling', 'Kelvin Jones']",0,4/17/2020,0.757,0.782,11,-6.58,1,0.66,0.0249,0.155,0.46,104.033,170769,4,"Living in the fast lane
Time is precious
I'm counting down the seconds
I can feel you on my skin
I go
In this direction
I'm sorry that yours is different
And it's tearing me up within
I can't keep moving back and forth
I go my way, you go yours
Lost in the middle of it all
Will things be the same when I come back?
Don't forget you told me that
You'll always pick up, pick up when I call
I'll take our love to go (take our love to go)
'Cause everywhere I go
You'll be my home
I'll take our love to go (take our love to go)
No matter where I go
You'll be my home
I'll take our love to go
All in
You give me heaven
I got no hesitation
After dealing with the tears
Feel the radiation of my feelings
I can give them a meaning
But I know that you're worth the risk
Can't keep moving back and forth
I go my way, you go yours
Lost in the middle of it all
Will things be the same when I come back?
Don't forget you told me that
You'll always pick up, pick up when I call
I'll take our love to go (take our love to go)
'Cause everywhere I go
You'll be my home
I'll take our love to go (take our love to go)
No matter where I go
You'll be my home
I'll take our love to go
Take our love to go (love to go)
No matter where I go (love to go)
Take our love to go (love to go)
You'll be my home (love to go)
Take our love to go (love to go)
No matter where I go (love to go)
Take our love to go (love to go)
You'll be my home"
4DpNNXFMMxQEKl7r0ykkWA,Play Date,['Melanie Martinez'],73,8/14/2015,0.68,0.729,5,-5.077,1,0.612,0,0.224,0.446,123.97,179867,4,"You call me on the telephone, you feel so far away
You tell me to come over, there's some games you wanna play
I'm walkin' to your house, nobody's home
Just me and you and you and me alone
We're just playin' hide and seek
It's gettin' hard to breathe under the sheets with you
I don't wanna play no games
I'm tired of always chasin', chasin' after you
I don't give a fuck about you anyways
Whoever said I gave a shit 'bout you?
You never share your toys or communicate
I guess I'm just a play date to you
Wake up in your bedroom and there's nothin' left to say
When I try to talk, you're always playin' board games
I wish I had monopoly over your mind
I wish I didn't care all the time
We're just playin' hide and seek
It's gettin' hard to breathe under the sheets with you
I don't wanna play no games
I'm tired of always chasin', chasin' after you
I don't give a fuck about you anyways
Whoever said I gave a shit 'bout you?
You never share your toys or communicate
I guess I'm just a play date to you
Ring around the Rosie
I never know, I never know what you need
Ring around the Rosie
I wanna give you, wanna give you what you need
I don't give a fuck about you anyways
Whoever said I gave a shit 'bout you?
You never share your toys or communicate
I guess I'm just a play date to you
You know I give a fuck about you everyday
Guess it's time that I tell you the truth
If I share my toys, will you let me stay?
Don't wanna leave this play date with you"
0dZpw3h6KZhcHec61qwevZ,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,"['Conkarah', 'Shaggy', 'DJ Fle']",3,5/15/2020,0.824,0.854,8,-5.312,1,0.016,4.95E-05,0.117,0.896,95.114,210329,4,"Yeah what a piece a dilemma (oh gosh)
Demand exceeds supply
Come mek me tell you why (Shaggy)
Girls from near and far ah request mi banana
Me ah di gyal dem banana farmer (right)
Di whole ah dem ah request mi banana
Daylight come and dem nuh wan' go home
Give dem it one time, two time, dem wan' more (ay)
Daylight come and dem nuh wan' go home
Give dem it three time, sometime dem wan' four (wah?)
Daylight come and dem nuh wan' go home
Me have a Latina girl she name Cassandra (uh)
She tell me seh she come straight from Colombia
Y su amiga recomenda my banana
Traquila mamacita hasta manana
Ah suh me dweet
Ah suh me dweet, suh me dweet, suh me dweet (ay)
And gyal ah tell me seh mi banana sweet (wah?)
Dem seh di length and size mek dem weak
Yuh nuh see it?
Girls from near and far ah request mi banana
Me ah di gyal dem banana farmer
Di whole ah dem ah request mi banana
Daylight come and dem nuh wan' go home
Give dem it one time, two time, dem wan' more (ay)
Daylight come and dem nuh wan' go home
Give dem it three time, sometime dem wan' four
Daylight come and dem nuh wan' go
Gyal from Spain, Sweden, Ghana and Japan
Ah ring off mi phone, ah ask direction
Dem wan' come chill pon mi plantation
Two girl from France seh dem wan' share one
And me seh oui
Me seh oui, me si seh oui, me seh oui (seh oui)
Grab mi banana and tell me it sweet
Dem seh oui, dem seh oui, dem seh oui (how you mean?)
C'est la vie
Girls from near and far ah request mi banana
Me ah di gyal dem banana farmer
Di whole ah dem ah request mi banana
Daylight come and dem nuh wan' go home
Give dem it one time, two time, dem wan' more
Daylight come and dem nuh wan' go home
Give dem it three time, sometime dem wan' four
Daylight come and dem nuh wan' go home
Day, me seh day, me seh day
Mi seh day, me seh day, me seh day o
Daylight come and dem nuh wan' go home
Night and day gyal ah ring off mi phone
Some gyal wan' keep it discreet
Dem nuh wan' dem man find out dem ah dweet (ay)
Dem ah sneak out, tip-toe pon feet
Gyal ah climb up fi mi banana tree (yeah)
Ah suh she dweet
Ah suh she dweet, suh she dweet, suh she dweet (suh she dweet)
Grab mi banana and skin up her teeth
She seh di shape and taste unique
Come mek me tell you why (oh gosh)
Girls from near and far ah request mi banana
Me ah di gyal dem banana farmer
Di whole ah dem ah request mi banana
Daylight come and dem nuh wan' go home (no sah)
Give dem it one time, two time, dem wan' more
Daylight come and dem nuh wan' go home
Give dem it three time, sometime dem wan' four
Daylight come and dem nuh wan' go home
Day, me seh day, me seh day
Mi seh day, me seh day, me seh day o
Daylight come and dem nuh wan' go home
Night and day gyal ah ring off mi phone
Day, me seh day, me seh day
Mi seh day, me seh day, me seh day o
Daylight come and dem nuh wan' go home
Night and day gyal ah ring off mi phone"
1sgDyuLooyvEML4oHspNza,Lose Somebody,"['Kygo', 'OneRepublic']",61,5/29/2020,0.58,0.586,1,-6.883,1,0.344,0,0.0755,0.507,147.988,199549,4,"It's a classic ""me"" mistake
Someone gives me love and I throw it all away
Tell me, have I gone insane?
Talkin' to myself but I don't know what to say
'Cause you let go
And now I'm holdin' on
I guess you don't know what you got
Until it's gone
Sometimes you gotta lose somebody
Just to find out you really love someone
Oh-oh, and I do, and I do, and I do, yeah
Sometimes you gotta lose somebody
Just to find out you really love someone
Oh-oh, yeah
Sometimes you gotta lose somebody
So don't tell me it's too late
Hearts are made to bend, baby, please don't let me break, yeah
I knew I should've stayed
'Cause now you're movin' on and I don't know what to say
'Cause you let go (yeah, you let go)
And now I'm holdin' on (I'm holdin' on)
I guess you don't know what you got
Until it's gone
Sometimes you gotta lose somebody
Just to find out you really love someone
Oh-oh, and I do, and I do, and I do, yeah
Sometimes you gotta lose somebody (somebody)
Just to find out you really love someone
Oh-oh, yeah
Sometimes you gotta lose somebody
Sometimes you gotta lose somebody, yeah
Sometimes you gotta lose somebody, yeah
Sometimes you gotta lose somebody, yeah
Sometimes you gotta lose somebody, yeah
Sometimes you gotta lose somebody
Just to find out you really love someone
Oh-oh, and I do, and I do, and I do, yeah
Sometimes you gotta lose somebody
Just to find out you really love someone
Oh-oh, yeah
Sometimes you gotta lose somebody
Ooh
Ooh
You gotta lose some
You gotta lose somebody"
6yHVyMdC08djbP86mdkP3G,In My Bones,['Ray Dalton'],50,1/17/2020,0.636,0.699,5,-4.432,0,0.302,0,0.263,0.709,96.962,191053,4,"Yes, I made a lot of mistakes, yeah
Guess I been in my own way
But I gotta do what it take now
Got me feeling like I missed my time
Got me feeling like I'm lost
I'll be facing all my demons now (now)
I got my eyes on the road, love, oh
I'm gonna do right by you, love, oh
'Cause I got a feeling in my bones
In my bones, yeah, baby
I gotta move like a rolling stone
Rolling stone, yeah, baby
Ain't nobody gonna talk me down
Ain't nobody gotta hold me now
I got a feeling in my bones
In my bones, will never touch the ground
I feel it in my bones
I've been walking on a tightrope, yeah
I've been dancing with a ghost
Can't nobody take me out my zone
I gotta walk until I get there, yeah
One step at a time
Tell my baby I'll be coming home
I got my eyes on the road, love, oh
I'm gonna do right by you, love, oh yeah
'Cause I got a feeling in my bones
In my bones, yeah, baby
I gotta move like a rolling stone
Rolling stone, yeah, baby
Ain't nobody gonna talk me down
Ain't nobody gotta hold me now
I got a feeling in my bones
In my bones, will never touch the ground
Yeah
Yeah, in my bones, oh ayy
So I'm gon' take a leap of faith
Feel this moment, find my place
No, I ain't here to walk alone
So we can take a leap of faith
Seal the moment, find a place
We ain't gotta walk alone
'Cause I got a feeling in my bones
In my bones, yeah, baby
I gotta move like a rolling stone
Rolling stone, yeah, baby
I got a feeling in my bones
In my bones, yeah, baby
I gotta move like a rolling stone
Rolling stone, yeah, baby
Ain't nobody gonna talk me down
Ain't nobody gotta hold me now
I got a feeling in my bones
In my bones, will never touch the ground
I feel it in my bones"
14BH4qO7pgCmIe6mgLKOK3,Someone To You,['BANNERS'],64,11/03/2017,0.468,0.936,2,-3.683,1,0.00568,0,0.24,0.663,75.05,219800,4,"I don't wanna die or fade away
I just wanna be someone
I just wanna be someone
Dive and disappear without a trace
I just wanna be someone
Well, doesn't everyone?
And if you feel the great dividing
I wanna be the one you're guiding
'Cause I believe that you could lead the way
I just wanna be somebody to someone, oh
I wanna be somebody to someone, oh
I never had nobody and no road home
I wanna be somebody to someone
And if the sun starts setting, the sky goes cold
Then if the clouds get heavy and start to fall
I really need somebody to call my own
I wanna be somebody to someone
Someone to you
Someone to you
Someone to you
Someone to you (someone to you)
I don't even need to change the world (change, change the world)
I'll make the moon shine just for your view
I'll make the starlight circle the room (circle the room)
And if you feel like night is falling
I wanna be the one you're calling
'Cause I believe that you could lead the way
I just wanna be somebody to someone, oh (somebody)
I wanna be somebody to someone, oh
I never had nobody and no road home (I don't have)
I wanna be somebody to someone (somebody)
And if the sun starts setting, the sky goes cold
Then if the clouds get heavy and start to fall
I really need somebody to call my own
I wanna be somebody to someone
Someone to you
Someone to you
Someone to you
Someone to you
The kingdom come, the rise, the fall
The setting sun above it all
I just wanna be somebody to you
I just wanna be somebody to someone, oh
I wanna be somebody to someone, oh
I never had nobody and no road home
I wanna be somebody to someone
And if the sun starts setting, the sky goes cold
Then if the clouds get heavy and start to fall
I really need somebody to call my own
I wanna be somebody to someone
Someone to you
Someone to you
Someone to you
Someone to you
Someone to you"
76nqCfJOcFFWBJN32PAksn,Kings & Queens,['Ava Max'],0,03/12/2020,0.638,0.688,1,-4.056,0,0.00775,0,0.126,0.434,129.856,162399,4,"If all of the kings had their queens on the throne
We would pop champagne and raise a toast
To all of the queens who are fighting alone
Baby, you're not dancin' on your own
Can't live without me, you wanna, but you can't, no, no, no
Think it's funny, but honey, can't run this show on your own
I can feel my body shake, there's only so much I can take
I'll show you how a real queen behaves, oh
No damsel in distress, don't need to save me
Once I start breathin' fire, you can't tame me
And you might think I'm weak without a sword
But if I had one, it'd be bigger than yours
If all of the kings had their queens on the throne
We would pop champagne and raise a toast
To all of the queens who are fighting alone
Baby, you're not dancin' on your own
Disobey me, then baby, it's off with your head
Gonna change it and make it a world you won't forget, oh-oh, oh
No damsel in distress, don't need to save me
Once I start breathin' fire, you can't tame me
And you might think I'm weak without a sword
But I'm stronger than I ever was before
If all of the kings had their queens on the throne
We would pop champagne and raise a toast
To all of the queens who are fighting alone
Baby, you're not dancin' on your own
In chess, the king can move one space at a time
But queens are free to go wherever they like
You get too close, you'll get a royalty high
So breathe it in to feel alive (alive)
If all of the kings had their queens on the throne
We would pop champagne and raise a toast
To all of the queens who are fighting alone
Baby, you're not dancin' on your own"
14wf185UxfNbSy8dwt4r4q,MAMACITA,"['Black Eyed Peas', 'Ozuna', 'J. Rey Soul']",59,04/10/2020,0.894,0.635,2,-6.929,1,0.193,0.00105,0.0823,0.428,105.013,249143,4,
6bTiJtfiyTEh4aPKJd5TtA,Whatever It Takes,['Milow'],28,5/14/2020,0.716,0.776,1,-4.677,1,0.0671,1.21E-05,0.101,0.841,92.43,173933,4,"Falling too fast to prepare for this
Tripping in the world could be dangerous
Everybody circling, it's vulturous
Negative, nepotist
Everybody waiting for the fall of man
Everybody praying for the end of times
Everybody hoping they could be the one
I was born to run, I was born for this
Whip, whip
Run me like a racehorse
Pull me like a ripcord
Break me down and build me up
I wanna be the slip, slip
Word upon your lip, lip
Letter that you rip, rip
Break me down and build me up
Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top I'm ready for
Whatever it takes
'Cause I love the adrenaline in my veins
I do what it takes
Always had a fear of being typical
Looking at my body feeling miserable
Always hanging on to the visual
I wanna be invisible
Looking at my years like a martyrdom
Everybody needs to be a part of 'em
Never be enough, I'm the prodigal son
I was born to run, I was born for this
Whip, whip
Run me like a racehorse
Pull me like a ripcord
Break me down and build me up
I wanna be the slip, slip
Word upon your lip, lip
Letter that you rip, rip
Break me down and build me up
Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top, I'm ready for
Whatever it takes
'Cause I love the adrenaline in my veins
I do what it takes
Hypocritical, egotistical
Don't wanna be the parenthetical, hypothetical
Working onto something that I'm proud of, out of the box
An epoxy to the world and the vision we've lost
I'm an apostrophe
I'm just a symbol to remind you that there's more to see
I'm just a product of the system, a catastrophe
And yet a masterpiece, and yet I'm half-diseased
And when I am deceased
At least I go down to the grave and die happily
Leave the body and my soul to be a part of thee
I do what it takes
Whatever it takes
'Cause I love the adrenaline in my veins
I do whatever it takes
'Cause I love how it feels when I break the chains
Whatever it takes
Yeah, take me to the top, I'm ready for
Whatever it takes
'Cause I love the adrenaline in my veins
I do what it takes"
3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),"['Marshmello', 'Halsey']",67,05/01/2020,0.63,0.633,4,-7.088,1,0.00776,0,0.0541,0.452,93.992,172762,4,"Wanna believe, wanna believe
That you don't have a bad bone in your body
But the bruises on your ego make you go wild, wild, wild, yeah
Wanna believe, wanna believe
That even when you're stone cold, you're sorry
Tell me why you gotta be so out of your mind, yeah
I know you're chokin' on your fears
Already told you I'm right here
I will stay by your side every night
I don't know why you hide from the one
And close your eyes to the one
Mess up and lie to the one that you love
When you know you can cry to the one
Always confide in the one
You can be kind to the one that you love
Ah
I know you need, I know you need
The upper hand even when we aren't fighting
'Cause in the past, you had to prepare every time, yeah
Don't wanna leave, don't wanna leave
But if you're gonna fight then do it for me
I know you're built to love, but broken now, so just try, yeah
I know you're chokin' on your fears
Already told you, I'm right here
I will stay by your side every night
I don't know why you hide from the one
And close your eyes to the one
Mess up and lie to the one that you love
When you know you can cry to the one
Always confide in the one
You can be kind to the one that you love
Ah
I know it's hard for you, but it's not fair
Going sick in the head tryna get you there
And I know it's hard for you, but it's not fair
It's not fair
I don't know why you hide from the one
And close your eyes to the one
Mess up and lie to the one that you love
When you know you can cry to the one
Always confide in the one
You can be kind to the one that you love
Ah
Ah
When you know you can cry to the one
Always confide in the one
You can be kind to the one that you love"
2SDOS0F4FJb1SEjOpF9PR5,Right Now (Na Na Na),['Akon'],0,2008,0.832,0.869,8,-4.2,0,0.266,0,0.415,0.576,137.997,240747,4,"It's been so long
That I haven't seen your face
I'm tryna be strong
But the strength I have is washing away
It won't be long
Before I get you by my side
And just hold you, tease you, squeeze you
Tell you what's been on my mind
I wanna make up right now, na, na
I wanna make up right now, na, na
Wish we never broke up right now, na, na
We need to link up right now, na, na
I wanna make up right now, na, na
I wanna make up right now, na, na
Wish we never broke up right now, na, na
We need to link up right now, na, na
Girl, I know
Mistakes were made between us two
And we showed our ass that night
Even said some things weren't true
Watched you go
And haven't seen my girl since then
Why can't it be the way it was
'Cause you were my homie, lover and friend
I wanna make up right now, na, na
I wanna make up right now, na, na
Wish we never broke up right now, na, na
We need to link up right now, na, na
I wanna make up right now, na, na
I wanna make up right now, na, na
Wish we never broke up right now, na, na
We need to link up right now, na, na
I can't lie (I miss you much)
Watchin' every day that goes by (I miss you much)
Until I get you back, I'm gon' try (yes, I miss you much)
'Cause you are the apple of my eye (girl, I miss you much)
(I miss you much)
I can't lie (I miss you much)
Watchin' every day that goes by (I miss you much)
Until I get you back, I'm gon' try (yes, I miss you much)
'Cause you are the apple of my eye (girl, I miss you much)
(I miss you much)
I wanna make up right now, na, na
I wanna make up right now, na, na
Wish we never broke up right now, na, na
We need to link up right now, na, na
I wanna make up right now, na, na
I wanna make up right now, na, na
Wish we never broke up right now, na, na
We need to link up right now, na, na
I want you to fly with me (want you to fly)
I miss how you lie with me (miss how you lie)
Just wish you could dine with me (wish you could dine with me)
The one that'll grind with me (said the one that'll grind with me)
I want you to fly with me (want you to fly)
I miss how you lie with me (oh, miss how you lie)
Just wish you could dine with me (wish you could dine)
The one that'll grind with me (oh, one that'll grind, yeah, yeah)
I wanna make up right now, na, na
I wanna make up right now, na, na (make up)
Wish we never broke up right now, na, na
We need to link up right now, na, na (link up, baby)
I wanna make up right now, na, na
I wanna make up right now, na, na
Wish we never broke up right now, na, na
We need to link up right now, na, na (link up)"
